-0.4743,-0.8908
-0.1607,-0.4825
-0.4069,-0.0634
0.2707,-0.9497
0.9632,-0.0344
0.9542,-0.0017
-0.6913,0.5992
-0.1822,-1.0944
-0.4232,-0.0854
-0.4474,-0.9002
-1.0144,0.3505
-0.0695,0.9682
0.0589,0.9848
0.8851,0.0423
0.4548,0.1319
-0.0441,1.0231
-0.1449,-0.5317
0.2299,-1.0426
0.0174,-0.4245
-0.3068,0.9305
-0.0955,-0.9412
0.8288,0.4845
0.4614,-0.2968
0.2550,-0.4531
0.3630,-0.8748
-0.5751,0.1382
1.0047,0.2393
0.2578,-0.2184
-0.9062,0.5492
0.2957,0.2507
-0.4870,0.2531
0.9499,-0.3567
-0.9079,0.4068
0.4245,0.9027
-0.0345,-0.5344
-0.6841,-0.7017
-0.4097,-0.4185
0.3993,0.9121
-0.3703,-0.2955
-0.5271,0.8844
-0.3153,0.2689
0.9480,0.3452
-0.7602,0.6903
-0.7965,-0.6421
-0.8446,-0.3236
-0.1038,0.9729
-0.6093,-0.7644
-0.0706,-0.5125
-0.5063,-0.8152
0.1483,0.4156
-0.2440,-0.3682
0.6758,0.7602
0.2608,-0.4193
0.2606,-0.3860
0.4180,-0.3398
-0.4026,-0.9412
-0.4589,0.2223
0.9909,0.2418
-0.1721,-0.3381
1.0477,0.1207
0.4333,-0.1885
0.9510,-0.0299
-0.3559,0.2821
-0.9531,0.1366
-0.0043,-0.4476
-0.3546,-0.4297
-0.9001,-0.4414
-0.4307,0.2823
0.1820,-0.4403
0.8235,-0.5687
0.0477,1.0342
0.1949,0.4837
-0.8890,-0.4536
-0.8937,0.3482
-0.6424,0.7733
-0.4396,0.8730
-0.9372,-0.1930
-0.1018,0.4344
0.0475,-1.0036
-0.9669,-0.0547
-0.0553,1.0005
-0.1509,-0.4914
0.4091,-0.8517
0.3878,0.3336
-0.6865,-0.6941
-0.4721,0.0840
-0.0883,-0.5633
-0.3628,-0.8782
-0.0090,0.4272
-0.0546,0.5515
0.4957,-0.7845
-0.4368,0.2522
0.3951,0.2136
0.0704,-0.5320
1.0025,-0.1359
0.0834,0.9766
-0.2709,0.9140
-0.3343,0.3923
-0.2960,0.3266
0.4674,0.1986
-0.3967,0.2518
-0.1215,-0.4947
0.3484,-0.2995
-0.3233,0.8881
0.5769,-0.0963
-0.9388,0.2721
-0.5040,0.2468
-0.6580,0.7866
0.3830,-0.3805
-0.6848,-0.7276
0.8207,0.4936
0.4935,0.0140
0.2833,0.4609
0.2488,-0.9515
0.2113,-0.5022
-0.2035,-0.9208
-0.9953,-0.0070
-0.4889,-0.1945
-0.4034,-0.3037
0.0557,-0.9913
-0.5068,-0.1903
-0.8910,0.5931
-0.4704,-0.2403
0.0471,-0.5525
-0.7102,0.7657
0.8829,0.3240
0.5984,0.8268
-0.8901,0.4742
-0.9427,0.2060
1.0572,-0.2283
-0.9348,-0.1695
-0.2734,1.0205
-0.2404,0.3962
-0.6099,-0.7738
-0.2254,-0.5518
-0.5398,-0.2373
0.2625,0.9473
0.3105,0.8269
0.4444,0.3582
0.4906,0.0125
0.5548,-0.0535
-0.9852,-0.1832
-0.4989,0.2890
-0.5082,-0.0044
-0.4489,-0.0052
0.5154,0.1019
-0.5520,0.0159
0.3342,-0.3407
-0.2150,-0.3609
0.7284,0.6076
-0.9760,-0.2311
-0.2616,-0.3745
-0.0814,1.0892
-0.1318,1.0554
-0.3565,0.4149
-0.0668,-0.4946
0.1875,0.9975
0.3696,0.2138
0.5821,-0.8332
0.4721,0.8252
0.8215,-0.5282
-0.9659,-0.1022
0.8735,0.4724
-0.3476,-0.9646
0.5436,0.8554
-0.3027,0.9959
0.2431,1.0048
0.0459,0.5548
0.3425,0.8545
0.5875,-0.0638
-0.3306,-0.4678
-0.5232,0.1167
0.4585,0.0944
0.3344,0.2637
-0.3469,-0.4290
-0.2800,-0.4700
-0.8964,-0.4325
0.2697,0.5061
0.1849,0.4548
0.8747,0.4395
0.4908,0.8977
0.0212,-0.9684
-0.4654,0.0621
-0.2526,-0.9361
-0.1485,0.4469
-0.2500,0.5275
0.3777,0.2208
-0.9602,-0.4712
-0.5127,0.7663
0.8882,-0.3960
0.1437,-0.4770
-0.6092,0.8619
-0.4325,-1.0370
0.4602,-0.0307
0.4481,-0.1058
0.3531,0.3798
0.6662,-0.7330
0.1080,0.5100
-0.4524,-0.8877
0.3691,-0.3362
0.5038,0.0025
0.5425,-0.8058
1.0217,0.3154
0.3495,-0.3436
-0.8383,-0.5022
1.0085,-0.0472
0.7951,0.6155
0.2766,0.4426
-0.9326,0.4275
0.4112,-0.2563
0.3553,0.4160
-0.9665,0.3734
0.4497,0.1463
-0.1880,0.4013
0.1928,-0.4499
-0.3309,-0.4287
-0.3912,-0.1258
0.0108,0.4229
-0.0124,0.5550
-0.8361,-0.5948
-1.0404,0.1102
-0.3605,0.3158
0.1347,0.5879
0.4795,-0.2663
0.5749,-0.7205
0.6629,0.7455
-0.3955,0.2070
0.5231,0.8690
-0.1764,0.5038
0.6810,0.8230
0.2694,-1.0193
0.4110,-0.8485
0.4189,-0.1218
0.4867,-0.1253
0.4461,-0.1297
0.5089,0.8044
-0.4295,0.8461
-0.9498,-0.3390
0.0249,1.0305
0.5089,0.1144
-0.2264,0.5265
-0.1682,0.5198
0.0430,-0.4315
-0.1667,-0.9509
0.4455,-0.2693
0.2531,-0.4648
0.5475,-0.0643
0.2791,-0.8406
-0.1847,0.4741
0.9219,-0.4373
-0.4861,-0.0039
0.6068,-0.7712
0.2425,-1.0012
0.9723,-0.2242
-0.4369,-0.1251
0.4116,-0.1625
-0.0366,0.5120
0.3856,-0.1186
-0.1167,0.4177
0.1334,-0.4334
0.6327,0.6609
-0.1406,-0.4824
0.0648,0.4810
-0.4573,0.1073
-0.1501,0.3982
0.8494,-0.5133
-0.3398,-0.4274
0.0627,0.5926
-0.9400,0.4782
0.9229,-0.2739
-0.8277,-0.6086
0.5579,0.8645
0.5817,0.0870
-0.0348,-0.4246
-0.7292,0.6814
0.8363,-0.0163
-0.3351,-0.2399
0.6877,0.6961
0.9098,-0.4440
0.4797,0.0563
0.1776,-0.4767
-0.2032,-0.5023
0.9856,-0.4556
-0.3205,-0.4137
-0.5508,-0.7892
-0.6433,-0.8232
0.4711,-0.1788
1.0454,0.0865
-0.3908,-0.2489
0.3154,-0.4428
-0.7451,0.6906
-0.9925,-0.2853
-0.2606,-0.3348
-0.6159,-0.7934
-0.0167,-1.0341
0.3753,-0.3087
-0.5325,0.0179
-0.2513,-0.5332
0.1041,-0.5155
0.7853,-0.6163
